session_id,start_time,end_time,segment_start_m,segment_end_m,distance_m,drop_m,avg_grade_pct,steepest_100m_grade_pct,avg_speed_mps,max_speed_mps,avg_speed_mph,max_speed_mph,brake_fraction,avg_brake_signal,avg_power_proxy_W,max_power_proxy_W,energy_proxy_kJ
7,2026-07-25 14:10:19+00:00,2026-07-25 14:26:39+00:00,4950.0,5390.0,440.0,8.77284665159226,-1.9938287844527864,-3.634764554874039,7.028225009708729,9.544625546123582,15.721691592941859,21.35071927819341,0.3111111111111111,0.0,386.845740099953,749.0388116769125,24.183316808245742
9,2026-07-25 14:26:41+00:00,2026-07-25 14:28:19+00:00,190.0,610.0,420.0,13.532030988684056,-3.2219121401628708,-5.603857757699927,7.997600475380791,9.673657082427523,17.890122752730832,21.63935460457123,0.3023255813953488,0.0,650.4499458431854,1339.3516285125265,37.30253194371635
39,2026-07-25 15:20:58+00:00,2026-07-25 15:24:37+00:00,2060.0,2640.0,580.0,9.725365008670792,-1.6767870704604813,-2.2958622941969224,18.031902563695883,20.40486449115926,40.33621725952014,45.64438191472633,0.23728813559322035,0.0,824.4928964804125,1274.2589283439352,26.809038436551994
43,2026-07-25 15:25:36+00:00,2026-07-25 15:28:00+00:00,1420.0,1700.0,280.0,6.399621408555589,-2.285579074484139,-2.906217057321811,15.70160661084741,16.15715130871264,35.1234936713659,36.14251813867358,0.3793103448275862,0.0,923.4562677904556,1281.453406991388,17.641260371038424
53,2026-07-25 15:31:21+00:00,2026-07-25 15:41:25+00:00,1350.0,1790.0,440.0,5.499133078190738,-1.2498029723160768,-1.916405632869754,13.495136606493988,14.361902097887226,30.187760841298292,32.1266600256962,0.1111111111111111,0.0,443.4161529306417,699.1851991417075,15.15896523467137
53,2026-07-25 15:31:21+00:00,2026-07-25 15:41:25+00:00,2780.0,3310.0,530.0,14.838744200583875,-2.799763056713939,-4.226459636300177,19.845365182009093,20.973524934794646,44.39281760470896,46.916439098950086,0.16666666666666666,0.0,1506.5446040967101,2442.339111110401,40.90463065077152
73,2026-07-25 15:52:06+00:00,2026-07-25 15:56:59+00:00,2240.0,5750.0,3510.0,87.74282057478422,-2.4997954579710604,-3.9403943857226977,22.79265010633495,25.29807223831298,50.985706214958284,56.59017590889625,0.20738636363636365,0.0,1569.0819539874371,2649.923816108877,241.87273662465591
79,2026-07-25 16:03:12+00:00,2026-07-25 16:10:33+00:00,2750.0,3470.0,720.0,10.117158781603678,-1.4051609418893998,-2.5198956462564297,16.618459896791883,17.67522400221256,37.17443606118442,39.53835004074033,0.1780821917808219,0.0,637.0322929572579,1221.8842238610848,27.889061068956515
171,2026-07-25 18:25:26+00:00,2026-07-25 18:30:12+00:00,3020.0,3460.0,440.0,12.844935893754297,-2.919303612216886,-3.6134045686179945,10.180508720457123,15.389684130471274,22.773149428366864,34.42574295470489,0.15555555555555556,0.0,779.0354258759878,1299.2913458315059,35.40847873408203
173,2026-07-25 18:30:14+00:00,2026-07-25 18:34:52+00:00,1800.0,2120.0,320.0,7.099240489512852,-2.218512652972766,-3.6569488021102643,13.245371790824727,15.246945112443852,29.629052860649445,34.10644486498714,0.21212121212121213,0.0,784.9071744451742,1388.504343180342,19.569837325796023
179,2026-07-25 18:45:12+00:00,2026-07-25 18:47:17+00:00,280.0,570.0,290.0,8.677278692726759,-2.992165066457503,-3.5492447266257727,8.96448447700498,11.353788805213206,20.052980666170768,25.39770223070241,0.3,0.0,731.4906872942413,1004.9563235589155,23.91987321715751
224,2026-07-25 19:44:04+00:00,2026-07-25 19:47:21+00:00,660.0,880.0,220.0,8.142187784495576,-3.700994447497989,-5.120316778826293,7.062173564667423,8.563527770045118,15.797632347591765,19.15606605682963,0.391304347826087,0.0,706.0743460497479,1165.2730733377723,22.44483626861835
278,2026-07-25 21:29:35+00:00,2026-07-25 21:33:07+00:00,1040.0,1240.0,200.0,8.439197679013631,-4.219598839506816,-5.3376948376287885,5.4674766223668385,10.879402473518269,12.230396882531403,24.33653022887945,0.8095238095238095,0.0,528.1511571110076,859.3445147932895,23.263576713945767
301,2026-07-25 22:44:12+00:00,2026-07-25 22:45:23+00:00,580.0,1080.0,500.0,10.73636524798053,-2.147273049596106,-3.0706688574136365,16.996234719244203,17.864218378169678,38.01949427175242,39.96111841931299,0.19607843137254902,0.0,982.774842863504,1438.1255503548873,29.595971806235607
305,2026-07-25 22:47:52+00:00,2026-07-25 22:49:37+00:00,1010.0,1540.0,530.0,6.912914175013469,-1.3043234292478243,-1.6076587591330167,15.760463867611357,17.939309701378672,35.25515360507193,40.129092925417574,0.25925925925925924,0.0,564.5080042210348,755.1450442413777,19.05620834398388
317,2026-07-25 22:56:05+00:00,2026-07-25 22:58:22+00:00,1670.0,2090.0,420.0,13.639247152384712,-3.247439798186836,-5.10225622814832,19.08372471969194,21.257438683322146,42.68907641305463,47.551536066844456,0.4186046511627907,0.0,1707.3867684176207,2956.407504929334,37.598085092735225
448,2026-07-26 15:22:32+00:00,2026-07-26 15:29:19+00:00,2790.0,3260.0,470.0,13.953290563445194,-2.968785226264935,-3.9412240262519163,10.08636837519054,11.868267993558595,22.562563473493515,26.548559398618906,0.4166666666666667,22.226237829610625,830.4571584894675,1289.3270604551717,38.463780300098655
506,2026-07-26 16:56:48+00:00,2026-07-26 17:11:22+00:00,2520.0,4620.0,2100.0,102.93690741146796,-4.901757495784189,-8.090165103909271,19.54139222184804,22.12450943544735,43.71284945832149,49.49111810005223,0.7488151658767772,37.643182462373815,2651.089674431717,4577.002407544933,283.75690833952666
508,2026-07-26 17:11:24+00:00,2026-07-26 17:18:38+00:00,2150.0,3280.0,1130.0,47.22310278151414,-4.179035644381782,-6.479771178601908,24.71174103144151,27.244146798101465,55.2785903530814,60.943420718730906,0.5789473684210527,32.09760906638939,2891.537464121149,4598.23505091181,130.1756773585497
527,2026-07-26 17:36:49+00:00,2026-07-26 17:37:48+00:00,390.0,720.0,330.0,9.779498767536438,-2.963484475011042,-3.667404375985484,11.746111688719552,12.557753340194303,26.275303527021187,28.090894193348028,0.9705882352941176,32.79814754746078,913.9339220875124,1178.112843209303,26.958264097578624
533,2026-07-26 17:46:15+00:00,2026-07-26 17:49:01+00:00,620.0,1430.0,810.0,16.705819548753595,-2.0624468578708144,-3.3501719500101217,9.488041294687047,11.820694725467309,21.224143912596293,26.44214102869387,0.23170731707317074,6.299909272036695,528.7542336805204,941.6308503517805,46.05142922628965
575,2026-07-26 18:23:50+00:00,2026-07-26 18:30:31+00:00,1560.0,3860.0,2300.0,86.77803580448892,-3.77295807845604,-4.4982474663625,21.108823692893814,24.651741509186138,47.219093801212004,55.14437524424243,0.6190476190476191,28.989677437640633,2237.7088921801956,2891.6104516278515,239.21320127901222
581,2026-07-26 18:36:20+00:00,2026-07-26 18:42:35+00:00,690.0,1490.0,800.0,32.18575246203491,-4.023219057754364,-5.40645601177377,17.62502260826756,21.195568515032974,39.426052720713045,47.413136442002894,0.4074074074074074,19.55544289997345,1972.6332294447916,2993.221074109951,88.72356709437007
583,2026-07-26 18:42:37+00:00,2026-07-26 18:47:11+00:00,50.0,550.0,500.0,14.022584387172373,-2.8045168774344744,-3.8572052614595975,9.169087125538343,12.238474948415773,20.5106637561255,27.376688771509873,0.6470588235294118,32.85397839469298,683.3106458942327,935.8667424835262,38.65479634752324
594,2026-07-26 19:25:06+00:00,2026-07-26 19:32:00+00:00,1850.0,2300.0,450.0,9.347632694964148,-2.0772517099920327,-3.1314348474829785,13.357507854905583,13.859667560117334,29.879894092040047,31.003193361035553,0.17391304347826086,1.7050106991390657,743.9797934810866,1168.738422846082,25.76777776326512
594,2026-07-26 19:25:06+00:00,2026-07-26 19:32:00+00:00,2370.0,4200.0,1830.0,96.9353466715402,-5.297013479319137,-7.478668518809286,21.431955254666363,25.93182307688691,47.941918518849235,58.00783615982219,0.5380434782608695,30.233507371281146,3232.392344041805,4846.375664170059,267.2129459882344
598,2026-07-26 19:34:52+00:00,2026-07-26 19:38:39+00:00,200.0,810.0,610.0,13.355175063807167,-2.1893729612798634,-3.13386857171119,14.446412035489933,15.598924774632165,32.31570337215894,34.89380094540123,0.20967741935483872,1.6026300093434473,847.4115565469908,1182.9671002667242,36.81500913264148
600,2026-07-26 19:38:41+00:00,2026-07-26 19:54:08+00:00,5770.0,8420.0,2650.0,105.8459898786906,-3.9941882973090794,-8.873943492168479,21.434344105578013,26.973304687036435,47.94726222614982,60.33756417107291,0.6654135338345865,28.40229920673375,2499.484868938258,6373.264460054107,291.7761141594973
608,2026-07-26 19:59:15+00:00,2026-07-26 20:04:49+00:00,860.0,1190.0,330.0,10.02315127613042,-3.0373185685243698,-4.209582604910594,13.203714929487777,14.624976592910782,29.535869115711744,32.71514091112827,0.14705882352941177,1.3013119239972988,1050.5906086774924,1587.7525404324092,27.62991903929388
608,2026-07-26 19:59:15+00:00,2026-07-26 20:04:49+00:00,2910.0,3390.0,480.0,8.373622246351118,-1.7445046346564832,-2.3542865685562617,14.626229933628437,16.000344063036895,32.7179445544659,35.79175031996442,0.1836734693877551,3.5949234571351085,701.0667877041028,1036.5294796541423,23.08281082051396
614,2026-07-26 20:14:20+00:00,2026-07-26 20:20:59+00:00,3580.0,4460.0,880.0,49.075878193773235,-5.576804340201504,-7.13563744166882,19.323626439341922,26.98306031288665,43.22572127626593,60.359386884588965,0.1348314606741573,0.9069683715460001,3042.3551020844307,4903.066116794937,135.28305658773726
616,2026-07-26 20:21:01+00:00,2026-07-26 20:22:39+00:00,50.0,710.0,660.0,12.526677669195436,-1.8979814650296116,-2.420510193972376,24.824639370816808,26.609294425233674,55.53113674574268,59.5232964057661,0.9552238805970149,22.18508532487872,1261.4235375760538,1612.1640948278762,34.531164929680834
634,2026-07-26 20:47:27+00:00,2026-07-26 20:50:36+00:00,240.0,720.0,480.0,20.552618477942275,-4.281795516237974,-5.423534881788186,14.195190718790984,18.30114920815911,31.75373729149737,40.9385048500338,0.22448979591836735,4.622053583101592,1623.164953043699,2421.5073779019685,56.65555362248046
682,2026-07-26 21:42:55+00:00,2026-07-26 22:05:46+00:00,720.0,1330.0,610.0,14.36575876921384,-2.355042421182597,-3.563888726635554,12.062141935188752,15.625959317480817,26.98224305473504,34.95427549543848,0.1935483870967742,5.794318060798307,775.4070401929037,1409.8641005895474,39.60079428080257
682,2026-07-26 21:42:55+00:00,2026-07-26 22:05:46+00:00,1380.0,2020.0,640.0,22.212428764852433,-3.4706919945081927,-6.07100266920375,15.118263979252658,16.634093760640475,33.81859336804907,37.20940801861237,0.8153846153846154,34.0071762427815,1441.0391948232011,2741.4704439515845,61.23100325747987
682,2026-07-26 21:42:55+00:00,2026-07-26 22:05:46+00:00,2300.0,2720.0,420.0,11.017539379645854,-2.6232236618204414,-4.124344685188333,11.117825236628576,11.820313718128057,24.869866760532787,26.44128873954916,0.3953488372093023,17.144960082255345,772.7152036484449,1343.8762659438626,30.371059229325557
682,2026-07-26 21:42:55+00:00,2026-07-26 22:05:46+00:00,4540.0,5140.0,600.0,12.07482863971407,-2.012471439952345,-2.8996393386200054,10.895067500079993,13.715715314413712,24.371571895311366,30.68118135829839,0.4262295081967213,15.427540214991387,593.6272395210311,1064.521411954631,33.28559337652221
694,2026-07-26 22:27:27+00:00,2026-07-26 22:30:26+00:00,1020.0,1440.0,420.0,11.09551858453608,-2.6417901391752574,-5.206723275675813,12.333777257867956,14.755490328181004,27.58987396624006,33.00709182216581,0.13953488372093023,1.5435443100438972,856.9347154681968,1837.9129754838063,30.586017485318006
696,2026-07-26 22:30:28+00:00,2026-07-26 22:33:55+00:00,930.0,1210.0,280.0,8.224095729226661,-2.937177046152379,-4.3284701439929165,7.447441248197462,8.831032848902016,16.65945161103584,19.7544578760335,0.1724137931034483,9.056869956088326,580.0501854358363,1053.5736187892053,22.670624528143506
698,2026-07-26 22:33:57+00:00,2026-07-26 22:35:23+00:00,300.0,620.0,320.0,8.50144491441742,-2.6567015357554435,-3.12544703087039,8.686171401574732,10.84585870186157,19.430412047187573,24.261494948688192,0.45454545454545453,19.712881268769817,595.345024472336,881.341454567326,23.435168065532206
791,2026-07-27 14:08:05+00:00,2026-07-27 14:11:57+00:00,1760.0,2180.0,420.0,7.34838420567354,-1.7496152870651285,-2.8224526689308505,12.585932120200543,14.221669616859785,28.153928329009805,31.81296889956108,0.4883720930232558,15.818458737081263,599.0087968642939,1091.8472637600967,20.256629385201737
898,2026-07-27 16:48:46+00:00,2026-07-27 17:00:48+00:00,1960.0,3430.0,1470.0,63.29649234057837,-4.305883832692406,-12.297724635835634,20.426415393300996,24.969820148066905,45.692589909853695,55.855896895282086,0.39864864864864863,5.581746395851771,2367.3433795105084,7520.248232450913,174.48374375096174
904,2026-07-27 17:23:08+00:00,2026-07-27 17:29:33+00:00,2360.0,3250.0,890.0,16.99543637193659,-1.9095995923524263,-2.2115849798738054,15.509318696893665,16.996224172048933,34.69335785811933,38.01947067834855,0.1,1.0904937346343995,802.6641748461878,983.5440430768775,46.849789857244126
924,2026-07-27 17:58:45+00:00,2026-07-27 17:59:54+00:00,530.0,880.0,350.0,7.756558761909844,-2.2161596462599555,-2.8600948060685027,13.30874611990961,14.0812958489336,29.770817197364018,31.498961723634576,0.3611111111111111,6.287244185791203,779.4989562218246,1071.5976598161374,21.381807448668297
